tk1,1
tk2,2
tk3,4
tk4,5
tk5,6
tk6,10
tk7,11
tk8,12
tk9,13
tk10,14
tk11,15
tk12,16
tk13,17
tk14,18
tk15,19
tk16,20
tk17,21
tk18,22
tk19,23
tk20,24
tk21,25
tk22,26
tk23,27
tk24,28
tk25,29
tk26,30
tk27,31
tk28,32
tk29,33
tk30,34
tk31,35
tk32,36
tk33,37
tk34,38
tk35,39
tk36,40
tk37,41
tk38,42
tk39,43
tk40,44
tk41,45
tk42,46
tk43,47
tk44,48
tk45,49
tk46,50
tk47,51
tk48,52
tk49,53
tk50,54
tk51,55
tk52,56
tk53,57
tk54,58
tk55,59
tk56,60
tk57,61
tk58,62
tk59,63
tk60,64
tk61,65
tk62,66
tk63,67
tk64,68
tk65,69
tk66,70
tk67,71
tk68,72
tk69,73
tk70,74
tk71,75
tk72,76
tk73,77
tk74,78
tk75,79
tk76,80
tk77,81
tk78,82
tk79,83
tk80,84
tk81,85
tk82,86
tk83,87
tk84,88
tk85,89
tk86,90
tk87,91
tk88,92
tk89,93
tk90,94
tk91,95
tk92,96
tk93,97
tk94,98
tk95,99
tk96,100
tk97,101
tk98,102
tk99,103
tk100,104
tk101,105
tk102,106
tk103,107
tk104,108
tk105,109
tk106,110
tk107,111
tk108,112
tk109,113
tk110,114
tk111,115
tk112,116
tk113,117
tk114,118
tk115,119
tk116,120
tk117,121
tk118,122
tk119,123
tk120,124
tk121,125
tk122,126
tk123,127
tk124,128
tk125,129
tk126,130
tk127,131
tk128,132
tk129,133
tk130,134
tk131,135
tk132,136
tk133,137
tk134,138
tk135,139
tk136,140
tk137,141
tk138,142
tk139,143
tk140,144
tk141,145
tk142,146
tk143,147
tk144,148
tk145,149
tk146,150
tk147,151
tk148,152
tk149,153
tk150,154
tk151,155
tk152,156
tk153,157
tk154,158
tk155,159
tk156,160
tk157,161
tk158,162
tk159,163
tk160,164
tk161,165
tk162,166
tk163,167
tk164,168
tk165,169
tk166,170
tk167,171
tk168,172
tk169,173
tk170,174
tk171,175
tk172,176
tk173,177
tk174,178
tk175,179
tk176,180
tk177,181
tk178,182
tk179,183
tk180,184
tk181,185
tk182,186
tk183,187
tk184,188
tk185,189
tk186,190
tk187,191
tk188,192
tk189,193
tk190,194
tk191,195
tk192,196
tk193,197
tk194,198
tk195,199
tk196,200
tk197,201
tk198,202
tk199,203
tk200,204
tk201,205
tk202,206
tk203,207
tk204,208
tk205,209
tk206,210
tk207,211
tk208,212
tk209,213
tk210,214
tk211,215
tk212,216
tk213,217
tk214,218
tk215,219
tk216,220
tk217,221
tk218,222
tk219,223
tk220,224
tk221,225
tk222,226
tk223,227
tk224,228
tk225,229
tk226,230
tk227,231
tk228,232
tk229,233
tk230,234
tk231,235
tk232,236
tk233,237
tk234,238
tk235,239
tk236,240
tk237,241
tk238,242
tk239,243
tk240,244
tk241,245
tk242,246
tk243,247
tk244,248
tk245,249
tk246,250
tk247,251
tk248,252
tk249,253
tk250,254
tk251,255
tk252,256
tk253,257
tk254,258
tk255,259
tk256,260
tk257,261
tk258,262
tk259,263
tk260,264
tk261,265
tk262,266
tk263,267
tk264,268
tk265,269
tk266,270
tk267,271
tk268,272
tk269,273
tk270,274
tk271,275
tk272,276
tk273,277
tk274,278
tk275,279
tk276,280
tk277,281
tk278,282
tk279,283
tk280,284
tk281,285
tk282,286
tk283,287
tk284,288
tk285,289
tk286,290
tk287,291
tk288,292
tk289,293
tk290,294
tk291,295
tk292,296
tk293,297
tk294,298
tk295,299
tk296,300
tk297,301
tk298,302
tk299,303
tk300,304
tk301,305
tk302,306
tk303,307
tk304,308
tk305,309
tk306,310
tk307,311
tk308,312
tk309,313
tk310,314
tk311,315
tk312,316
tk313,317
tk314,318
tk315,319
tk316,320
tk317,321
tk318,322
tk319,323
tk320,324
tk321,325
tk322,326
tk323,327
tk324,328
tk325,329
tk326,330
tk327,331
tk328,332
tk329,333
tk330,334
tk331,335
tk332,336
tk333,337
tk334,338
tk335,339
tk336,340
tk337,341
tk338,342
tk339,343
tk340,344
tk341,345
tk342,346
tk343,347
tk344,348
tk345,349
tk346,350
tk347,351
tk348,352
tk349,353
tk350,354
tk351,355
tk352,356
tk353,357
tk354,358
tk355,359
tk356,360
tk357,361
tk358,362
tk359,363
tk360,364
tk361,365
tk362,366
tk363,367
tk364,368
tk365,369
tk366,370
tk367,371
tk368,372
tk369,373
tk370,374
tk371,375
tk372,376
tk373,377
tk374,378
tk375,379
tk376,380
tk377,381
tk378,382
tk379,383
tk380,384
tk381,385
tk382,386
tk383,387
tk384,388
tk385,389
tk386,390
tk387,391
tk388,392
tk389,393
tk390,394
tk391,395
tk392,396
tk393,397
tk394,398
tk395,399
tk396,400
tk397,401
tk398,402
tk399,403
tk400,404
tk401,405
tk402,406
tk403,407
tk404,408
tk405,409
tk406,410
tk407,411
tk408,412
tk409,413
tk410,414
tk411,415
tk412,416
tk413,417
tk414,418
tk415,419
tk416,420
tk417,421
tk418,422
tk419,423
tk420,424
tk421,425
tk422,426
tk423,427
tk424,428
tk425,429
tk426,430
tk427,431
tk428,432
tk429,433
tk430,434
tk431,435
tk432,436
tk433,437
tk434,438
tk435,439
tk436,440
tk437,441
tk438,442
tk439,443
tk440,444
tk441,445
tk442,446
tk443,447
tk444,448
tk445,449
tk446,450
tk447,451
tk448,452
tk449,453
tk450,454
tk451,455
tk452,456
tk453,457
tk454,458
tk455,459
tk456,460
tk457,461
tk458,462
tk459,463
tk460,464
tk461,465
tk462,466
tk463,467
tk464,468
tk465,469
tk466,470
tk467,471
tk468,472
tk469,473
tk470,474
tk471,475
tk472,476
tk473,477
tk474,478
tk475,479
tk476,480
tk477,481
tk478,482
tk479,483
tk480,484
tk481,485
tk482,486
tk483,487
tk484,488
tk485,489
tk486,490
tk487,491
tk488,492
tk489,493
tk490,494
tk491,495
tk492,496
tk493,497
tk494,498
tk495,499
tk496,500
tk497,501
tk498,502
tk499,503
tk500,504
tk501,505
tk502,506
tk503,507
tk504,508
tk505,509
tk506,510
tk507,511
tk508,512
tk509,513
tk510,514
tk511,515
tk512,516
tk513,517
tk514,518
tk515,519
tk516,520
tk517,521
tk518,522
tk519,523
tk520,524
tk521,525
tk522,526
tk523,527
tk524,528
tk525,529
tk526,530
tk527,531
tk528,532
tk529,533
tk530,534
tk531,535
tk532,536
tk533,537
tk534,538
tk535,539
tk536,540
tk537,541
tk538,542
tk539,543
tk540,544
tk541,545
tk542,546
tk543,547
tk544,548
tk545,549
tk546,550
tk547,551
tk548,552
tk549,553
tk550,554
tk551,555
tk552,556
tk553,557
tk554,558
tk555,559
tk556,560
tk557,561
tk558,562
tk559,563
tk560,564
tk561,565
tk562,566
tk563,567
tk564,568
tk565,569
tk566,570
tk567,571
tk568,572
tk569,573
